11542 , 64.0302280907,-66.0079232176,-82.7981297472 , 191.0,189.0,140.0 , 0.000186832169042
11543 , -7.74284421675,15.6686862546,-63.166652878 , 242.0,242.0,227.0 , 0.000631906216007
11540 , -87.906984778,-1.45305512762,-85.6060038989 , 159.0,141.0,104.0 , 0.000368151369317
11541 , -44.6612913329,-38.1975498194,-84.8709536847 , 152.0,133.0,101.0 , 0.000462005879757
11546 , -44.2896284115,-56.0360863214,-84.8165719457 , 228.0,210.0,176.0 , 3.02127210879e-05
11544 , 5.07376302493,-31.0718868039,-78.974149259 , 181.0,178.0,122.0 , 0.000118354181276
11545 , -35.0980061157,133.060811008,-77.0803941912 , 142.0,158.0,81.0 , 0.000226904944564
11548 , 9.32621047714,-72.1042769535,-84.1524614606 , 198.0,172.0,132.0 , 3.30923780414e-05
11549 , -35.0208889079,108.785007751,-77.7710609673 , 171.0,180.0,119.0 , 1.05959423175e-05
5988 , -40.7266615999,34.303554001,-82.1691575601 , 109.0,83.0,47.0 , 0.00108465629335
5989 , -39.8591433107,-82.6295763123,-85.6732291743 , 126.0,113.0,81.0 , 0.000620351345612
19399 , 22.6467227886,-24.9124238626,-82.1177718616 , 103.0,102.0,72.0 , 0.000117266448175
19398 , 16.3971895708,2.40836195477,-79.8599969869 , 231.0,229.0,208.0 , 6.97610341209e-05
5982 , -26.2461397177,-62.7595375173,-84.7581809551 , 165.0,146.0,113.0 , 0.000368607795467
19396 , 10.830792234,-26.2881680505,-78.817127395 , 203.0,201.0,179.0 , 0.000371182439594
5980 , 8.91540467462,-34.4676350921,-81.9189515826 , 253.0,254.0,235.0 , 0.000501364204553
5981 , -64.7126893405,-22.949813478,-84.9872558775 , 213.0,199.0,163.0 , 3.89207187348e-05
19393 , -13.8259859076,24.2431241004,-67.5513093195 , 155.0,161.0,120.0 , 0.000291624750182
19392 , -60.9866146874,98.6852674258,-78.0607330646 , 222.0,222.0,150.0 , 0.000299191858567
5984 , 5.20540621462,-22.6111164383,-72.8110743447 , 187.0,178.0,149.0 , 0.000252137488807
19390 , -14.7303317516,-78.3610374297,-84.0261709518 , 109.0,100.0,67.0 , 0.00034480278741
19973 , 21.785882897,-28.9004522044,-82.5845312187 , 209.0,192.0,161.0 , 0.000121101916946
19972 , -24.2091851285,36.6466405169,-81.1197576218 , 178.0,157.0,112.0 , 0.000207909496343
272 , -75.221177357,-13.8535673695,-85.2704141632 , 155.0,135.0,98.0 , 0.000284034746432
273 , 15.4562275904,-20.6908523677,-80.1346633679 , 53.0,58.0,53.0 , 5.47164198879e-05
16709 , -4.64593149295,-37.4669649517,-82.8443375469 , 207.0,204.0,115.0 , 0.000185852755848
19976 , -22.3328492443,-25.3234361806,-81.0795195911 , 237.0,240.0,222.0 , 0.000189672158167
19975 , 127.919868897,-19.3535885053,-78.5883526963 , 127.0,135.0,61.0 , 0.000216956930272
19974 , 18.6329197196,-42.7252058878,-82.9353749178 , 238.0,222.0,189.0 , 5.56655750887e-05
278 , 35.4933401088,22.0245422095,-82.0051291561 , 222.0,204.0,168.0 , 8.28289511701e-06
16704 , 2.13863854864,-6.34268557897,-66.596202539 , 141.0,143.0,119.0 , 1.62173755625e-05
19979 , 23.3886901303,-49.9790904307,-83.2969451566 , 249.0,237.0,202.0 , 8.69739827196e-05
16706 , -48.9504262662,-21.8032244097,-84.7809020945 , 170.0,146.0,108.0 , 0.000353085991177
16701 , -7.39830768632,-9.58784011948,-65.364579458 , 204.0,202.0,182.0 , 0.00029030876191
16700 , 36.159150806,-27.5551796982,-82.7858092828 , 148.0,148.0,108.0 , 4.95631791087e-05
16703 , -32.8311218536,40.2551305195,-81.5834701255 , 187.0,158.0,125.0 , 8.78640576822e-05
16702 , -71.7399420024,-29.0343910773,-85.3303648929 , 181.0,151.0,104.0 , 0.000186897650407
12019 , -29.0509329768,72.8750666819,-78.1405656917 , 176.0,184.0,98.0 , 6.08453791213e-05
12018 , 5.69055567318,-64.183397586,-83.5409553902 , 205.0,185.0,150.0 , 0.000188582340626
12015 , 25.5864367045,19.5038336979,-81.4125169259 , 165.0,149.0,97.0 , 5.07176439899e-05
12014 , -64.9643753003,-19.2593671962,-84.7625434671 , 216.0,197.0,157.0 , 0.000117881735581
12017 , -39.0459734276,28.91427195,-82.948526763 , 209.0,190.0,152.0 , 2.26254001916e-05
12016 , -11.1083185008,22.7568122856,-64.004591997 , 63.0,64.0,51.0 , 0.000182673175505
12011 , -92.0787431925,94.4235915172,-82.3290036408 , 233.0,218.0,182.0 , 0.000215492832756
12010 , 0.0217047279247,-18.9856809569,-72.8079344906 , 177.0,179.0,161.0 , 0.000125494038427
