84.10332935,46.57780456,-0.659354344,3.102199057,-0.253873202,-0.021135723,0.998524703,0.054118238,0.004430908,-0.054117134,0.998534526,-0.000368888,0,0,1
68.3544215,-68.50271677,-1.362829384,2.303639428,-2.112824841,-0.056769057,0.998511092,0.040204434,0.036867375,-0.040195242,0.999191353,-0.000990807,0,0,1
63.15361217,-53.58475365,-0.659950287,2.226401095,-2.183893814,-0.052200262,0.998517989,0.038854726,0.038106893,-0.038848235,0.999244707,-0.000911066,0,0,1
62.98275147,-26.26593802,-0.121966623,2.229895573,-2.164365413,-0.0343965,0.998529007,0.038904093,0.037766312,-0.038909188,0.99924257,-0.000600332,0,0,1
-31.27812148,-59.65628132,0.329291611,-0.121238572,-3.123250222,-0.047859508,0.998512504,-0.002067357,0.054483989,0.00211601,0.999997412,-0.000835306,0,0,1
-35.5544738,-31.2676689,2.364648281,-0.282963538,-3.110476425,-0.016906315,0.998514667,-0.004915339,0.05426139,0.004938625,0.999987761,-0.000295071,0,0,1
-33.17524492,15.13269189,2.471722145,-0.272728663,-3.108932236,0.016667838,0.99851684,-0.004768767,0.054234479,0.004759995,0.999988629,0.000290909,0,0,1
-31.69606156,58.04122928,1.853089662,-0.27163846,-3.108503403,0.042578467,0.99851722,-0.00477429,0.054226993,0.004740966,0.999988485,0.000743134,0,0,1
-31.27901578,65.15355452,0.751493147,-0.279575439,-3.10641023,0.052657282,0.998518483,-0.004922126,0.054190506,0.00487949,0.999987673,0.000919043,0,0,1
-57.15157545,-41.43643233,0.903092927,-2.235078064,2.197501697,-0.047711755,0.998503131,-0.039002804,-0.038344224,0.038999565,0.999238881,-0.000832727,0,0,1
-57.54216709,-4.57138716,1.778718342,2.241860615,-2.180161663,0.045471483,0.998512486,0.039059382,0.038041806,-0.039117853,0.999234289,0.000793627,0,0,1
-58.04868269,2.377126226,1.336863221,2.258130848,-2.14978918,0.037418933,0.99852114,0.039349405,0.037512088,-0.039401608,0.999223242,0.000653084,0,0,1
-12.17143942,-52.95968015,1.085128504,3.134603198,-0.18726782,0.018738671,0.998498553,0.0546805,0.003268434,-0.054681856,0.998503774,0.000327052,0,0,1
-13.0991809,-10.44332691,2.163598928,3.120224958,-0.186510827,-0.011935604,0.998512191,0.054431674,0.003255222,-0.054431284,0.998517497,-0.000208316,0,0,1
-12.46236625,36.95097977,1.622377113,3.106520298,-0.237408572,-0.024758259,0.998521841,0.054193769,0.004143549,-0.054192442,0.998530416,-0.000432113,0,0,1
-11.04806787,62.46487749,0.518007469,3.097751558,-0.250395009,-0.032930789,0.998529121,0.05404162,0.004370203,-0.054039619,0.998538627,-0.000574751,0,0,1
52.460681,-39.14552848,-0.632535953,-0.90060365,3.006870912,0.062804973,0.998500792,-0.01563872,-0.05245568,0.015717842,0.999875866,0.001096153,0,0,1
46.73870363,-26.36606233,-0.031568893,0.66301226,-3.04597415,-0.036474411,0.99851997,0.011588966,0.053137229,-0.011571486,0.999932845,-0.000636599,0,0,1
49.88079833,21.56913857,0.730534808,0.668245186,-3.028647568,-0.0035758,0.998535286,0.011649821,0.052835259,-0.011662814,0.999931985,-6.24E-05,0,0,1
49.89259305,35.15896062,-1.305708398,0.701416253,-3.013278364,0.010857475,0.998542672,0.012214831,0.052567387,-0.012241717,0.999925049,0.000189499,0,0,1
61.18584161,4.269295864,-1.649697114,-0.202462899,-3.081791883,0.001356297,0.998547567,-0.003529799,0.053761484,0.003533637,0.999993756,2.37E-05,0,0,1
61.83556502,41.0594982,-1.21721051,-0.238151394,-3.077861271,0.031201147,0.998548744,-0.004179757,0.053692973,0.004156513,0.999991213,0.000544563,0,0,1
62.43961745,48.59137757,-1.963514702,-0.247528413,-3.081034309,0.03671684,0.998545049,-0.004348371,0.05374827,0.004320171,0.999990463,0.00064083,0,0,1
21.69898855,-74.65766503,-1.45803729,-2.704799695,-1.514104617,-0.01332544,0.998537455,-0.047167513,0.026423034,0.047190127,0.998885898,-0.000232573,0,0,1
